code,name,city,region
YPN,Port Menier,Port Menier,Canada
POM,Port Moresby Jacksons Intl,Port Moresby,Papua New Guinea
S46,Port O\\'Connor Airfield,Port O\\'Connor,United States
PSD,Port Said,Port Said,Egypt
PZU,Port Sudan New International Airport,Port Sudan,Sudan
VLI,Port Vila Bauerfield,Port-vila,Vanuatu
PAX,Port-de-Paix Airport,Port-de-Paix,Haiti
PTJ,Portland Airport,\N,Australia
PWM,Portland Intl Jetport,Portland,United States
PDX,Portland Intl,Portland,United States
PBN,Porto Amboim,Porto Amboim,Angola
PNB,Porto Nacional,Porto Nacional,Brazil
PXO,Porto Santo,Porto Santo,Portugal
OPO,Porto,Porto,Portugal
POW,Portoroz,Portoroz,Slovenia
PSS,Posadas,Posadas,Argentina
YPW,Powell River Airport,Powell River,Canada
PRI,Praslin,Praslin,Seychelles
IMP,Prefeito Renato Moreira,Imperatriz,Brazil
SNE,Preguica,Sao Nocolau Island,Cape Verde
PRV,Prerov,Prerov,Czech Republic
JPA,Presidente Castro Pinto,Joao Pessoa,Brazil
CPV,Presidente Joao Suassuna,Campina Grande,Brazil
BSB,Presidente Juscelino Kubitschek,Brasilia,Brazil
RBR,Presidente Medici,Rio Branco,Brazil
DIL,Presidente Nicolau Lobato Intl,Dili,East Timor
NQN,Presidente Peron,Neuquen,Argentina
PPB,Presidente Prudente,President Prudente,Brazil
PIK,Prestwick,Prestwick,United Kingdom
YPA,Prince Albert Glass Field,Prince Albert,Canada
YXS,Prince George,Prince George,Canada
ULD,Prince Mangosuthu Buthelezi,Ulundi,South Africa
MED,Prince Mohammad Bin Abdulaziz,Madinah,Saudi Arabia
YPR,Prince Rupert,Prince Pupert,Canada
HAH,Prince Said Ibrahim,Moroni,Comoros
SXM,Princess Juliana Intl,Philipsburg,Netherlands Antilles
PNM,Princeton Muni,Princeton,United States
YDC,Princeton,Princeton,Canada
PCP,Principe,Principe,Sao Tome and Principe
PRN,Pristina,Pristina,Serbia
SJK,Professor Urbano Ernesto Stumpf,Sao Jose Dos Campos,Brazil
PPP,Proserpine Whitsunday Coast,Prosserpine,Australia
MRS,Provence,Marseille,France
PLS,Providenciales,Providenciales,Turks and Caicos Islands
PVS,Provideniya Bay,Provideniya Bay,Russia
ZPC,PucÃ³n Airport,Pucon,Chile
PVG,Pudong,Shanghai,China
PUB,Pueblo Mem,Pueblo Memorial,United States
PBR,Puerto Barrios Airport,Puerto Barrios,Guatemala
PUZ,Puerto Cabezas,Puerto Cabezas,Nicaragua
PCR,Puerto Carreno,Puerto Carreno,Colombia
PUD,Puerto Deseado,Puerto Deseado,Argentina
PXM,Puerto Escondido Intl,Puerto Escondido,Mexico
PJM,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica
PEU,Puerto Lempira Airport,Puerto Lempira,Honduras
PPE,Puerto Penasco,Punta Penasco,Mexico
PPS,Puerto Princesa,Puerto Princesa,Philippines
PUR,Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia
PKP,Puka Puka,Puka Puka,French Polynesia
PUY,Pula,Pula,Croatia
PKG,Pulau Pangkor Airport,Pangkor Island,Malaysia
TOD,Pulau Tioman,Tioman,Malaysia
LED,Pulkovo,St. Petersburg,Russia
PUW,Pullman-Moscow Rgnl,Pullman,United States
PNQ,Pune,Pune,India
PUJ,Punta Cana Intl,Punta Cana,Dominican Republic
PND,Punta Gorda Airport,Punta Gorda,Belize
PBU,Putao,Putao,Burma
FNJ,Pyongyang Intl,Pyongyang,Korea
KTW,Pyrzowice,Katowice,Poland
PEV,PÃ©cs-PogÃ¡ny Airport,PÃ©cs-PogÃ¡ny,Hungary
NAQ,Qaanaaq Airport,Qaanaaq,Greenland
JQA,Qaarsut Airport,Uummannaq,Greenland
AQI,Qaisumah,Hafr Al-batin,Saudi Arabia
BPX,Qamdo Bangda Airport,Bangda,China
JJU,Qaqortoq Heliport,\N,Greenland
JCH,Qasigiannguit,Qasigiannguit,Greenland
JGO,Qeqertarsuaq Heliport,Qeqertarsuaq Airport,Greenland
IQM,Qiemo Airport,Qiemo,China
YVM,Qikiqtarjuaq,Broughton Island,Canada
XIC,Qingshan,Xichang,China
IQN,Qingyang Airport,Qingyang,China
NDG,Qiqihar Sanjiazi Airport,Qiqihar,China
MLI,Quad City Intl,Moline,United States
NYG,Quantico Mcaf,Quantico,United States
JJN,Quanzhou Airport,Quanzhou,China
YQC,Quaqtaq Airport,Quaqtaq,Canada
YQB,Quebec Jean Lesage Intl,Quebec,Canada
AMM,Queen Alia Intl,Amman,Jordan
ZQN,Queenstown,Queenstown International,New Zealand
UTW,Queenstown,Queenstown,South Africa
UEL,Quelimane,Quelimane,Mozambique
QRO,Queretaro Intercontinental,Queretaro,Mexico
YQZ,Quesnel,Quesnel,Canada
UET,Quetta,Quetta,Pakistan
NLD,Quetzalcoatl Intl,Nuevo Laredo,Mexico
AAZ,Quezaltenango Airport,Quezaltenango,Guatemala
ULP,Quilpie Airport,\N,Australia
UIN,Quincy Regional Baldwin Field,Quincy,United States
JUZ,Quzhou Airport,Quzhou,China
BVC,Rabil,Boa Vista,Cape Verde
VKG,Rach Gia,Rach Gia,Vietnam
TKG,Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia
RAT,Raduzhny Airport,Raduzhnyi,Russia
YRA,Rae Lakes Airport,GamÃ¨tÃ¬,Canada
GER,Rafael Cabrera,Nueva Gerona,Cuba
BQN,Rafael Hernandez,Aguadilla,Puerto Rico
CTG,Rafael Nunez,Cartagena,Colombia
RAH,Rafha,Rafha,Saudi Arabia
BEY,Rafic Hariri Intl,Beirut,Lebanon
RJN,Rafsanjan Airport,\N,Iran
KTG,Rahadi Usman,Ketapang,Indonesia
RFP,Raiatea,Raiatea Island,French Polynesia
RPR,Raipur,Raipur,India
RJA,Rajahmundry,Rajahmundry,India
RAJ,Rajkot,Rajkot,India
BKW,Raleigh County Memorial Airport,Beckley,United States
RDU,Raleigh Durham Intl,Raleigh-durham,United States
OTZ,Ralph Wien Mem,Kotzebue,United States
RBV,Ramata Airport,Ramata,Solomon Islands
RAM,Ramingining Airport,\N,Australia
RZR,Ramsar,Ramsar,Iran
RMS,Ramstein Ab,Ramstein,Germany
NTX,Ranai Airport,Ranai-Natuna Besar Island,Indonesia
RIU,Rancho Murieta,Rancho Murieta,United States
QRA,Rand Airport,Johannesburg,South Africa
HCS,Rand,Johannesburg,South Africa
RND,Randolph Afb,San Antonio,United States
RGI,Rangiroa,Rangiroa,French Polynesia
YRT,Rankin Inlet,Rankin Inlet,Canada
UNN,Ranong,Ranong,Thailand
RAP,Rapid City Regional Airport,Rapid City,United States
RAR,Rarotonga Intl,Avarua,Cook Islands
RKT,Ras Al Khaimah Intl,Ras Al Khaimah,United Arab Emirates
RAS,Rasht,Rasht,Iran
RBE,Ratanakiri,Ratanakiri,Cambodia
RAZ,Rawalakot,Rawala Kot,Pakistan
RDG,Reading Regional Carl A Spaatz Field,Reading,United States
PVO,Reales Tamarindos,Portoviejo,Ecuador
REA,Reao,Reao,French Polynesia
YQF,Red Deer Regional,Red Deer Industrial,Canada
YRL,Red Lake Airport,Red Lake,Canada
RDN,Redang,Redang,Malaysia
RCL,Redcliffe Airport,Redcliffe,Vanuatu
RDD,Redding Muni,Redding,United States
HUA,Redstone Aaf,Redstone,United States
OSP,Redzikowo,Slupsk,Poland
REG,Reggio Calabria,Reggio Calabria,Italy
YQR,Regina Intl,Regina,Canada
MGF,Regional De Maringa Silvio Name Junior,Maringa,Brazil
AUA,Reina Beatrix Intl,Oranjestad,Aruba
RNE,Renaison,Roanne,France
MKW,Rendani,Manokwari,Indonesia
RNL,Rennell/Tingoa Airport,Rennell Island,Solomon Islands
GLD,Renner Fld,Goodland,United States
RNO,Reno Tahoe Intl,Reno,United States
YUT,Repulse Bay,Repulse Bay,Canada
RES,Resistencia,Resistencia,Argentina
YRB,Resolute Bay,Resolute,Canada
REU,Reus,Reus,Spain
REY,Reyes Airport,Reyes,Bolivia
NQU,Reyes Murillo Airport,NuquÃ­,Colombia
REK,Reykjavik Airport,Reykjavik,Iceland
RKV,Reykjavik,Reykjavik,Iceland
RHI,Rhinelander Oneida County Airport,Rhinelander,United States
ESR,Ricardo GarcÃ­a Posada Airport,El Salvador,Chile
RCB,Richards Bay,Richard's Bay,South Africa
RIC,Richmond Intl,Richmond,United States
RCM,Richmond,Richmond,Australia
AMA,Rick Husband Amarillo Intl,Amarillo,United States
LCK,Rickenbacker Intl,Columbus,United States
RIX,Riga Intl,Riga,Latvia
YRG,Rigolet Airport,Rigolet,Canada
RJK,Rijeka,Rijeka,Croatia
RMI,Rimini,Rimini,Italy
RCU,Rio Cuarto Area De Material,Rio Cuarto,Argentina
RGL,Rio Gallegos,Rio Gallegos,Argentina
RGA,Rio Grande,Rio Grande,Argentina
RIG,Rio Grande,Rio Grande,Brazil
RIS,Rishiri,Rishiri Island,Japan
RAL,Riverside Muni,Riverside,United States
PGF,Rivesaltes,Perpignan,France
YRI,Riviere Du Loup,Riviere Du Loup,Canada
RWN,Rivne International Airport,Rivne,Ukraine
RIY,Riyan,Mukalla,Yemen
ROA,Roanoke Regional,Roanoke VA,United States
GRK,Robert Gray Aaf,Killeen,United States
SKB,Robert L Bradshaw,Basse Terre,Saint Kitts and Nevis
RDM,Roberts Fld,Redmond-Bend,United States
YRJ,Roberval,Roberval,Canada
WRB,Robins Afb,Macon,United States
RBM,Robinson Aaf,Robinson,United States
CAY,Rochambeau,Cayenne,French Guiana
RST,Rochester,Rochester,United States
RSD,Rock Sound,Rock Sound,Bahamas
RKS,Rock Springs Sweetwater County Airport,Rock Springs,United States
ROK,Rockhampton,Rockhampton,Australia
YRM,Rocky Mountain House,Rocky Mountain House,Canada
AQP,Rodriguez Ballon,Arequipa,Peru
MFR,Rogue Valley Intl Medford,Medford,United States
ROI,Roi Et,Roi Et,Thailand
RMA,Roma Airport,\N,Australia
DCA,Ronald Reagan Washington Natl,Washington,United States
TRS,Ronchi Dei Legionari,Ronchi De Legionari,Italy
RNP,Rongelap Island Airport,Rongelap Island,Marshall Islands
RNB,Ronneby,Ronneby,Sweden
RRS,Roros,Roros,Norway
ROS,Rosario,Rosario,Argentina
TJM,Roschino,Tyumen,Russia
HTL,Roscommon Co,Houghton Lake,United States
RKE,Roskilde,Copenhagen,Denmark
ROV,Rostov Na Donu,Rostov,Russia
ROW,Roswell Intl Air Center,Roswell,United States
ROP,Rota Intl,Rota,Northern Mariana Islands
ROT,Rotorua,Rotorua,New Zealand
RTM,Rotterdam,Rotterdam,Netherlands
RTA,Rotuma Airport,Rotuma,Fiji
EGC,Roumaniere,Bergerac,France
ZRJ,Round Lake (Weagamow Lake) Airport,Round Lake,Canada
RRK,Rourkela,Rourkela,India
YUY,Rouyn Noranda,Rouyn,Canada
RVN,Rovaniemi,Rovaniemi,Finland
RXS,Roxas Airport,Roxas City,Philippines
URG,Rubem Berta,Uruguaiana,Brazil
RUK,Rukumkot,Rukumkot,Nepal
RUM,Rumjatar,Rumjatar,Nepal
RUR,Rurutu,Rurutu,French Polynesia
RUT,Rutland State Airport,Rutland,United States
PRG,Ruzyne,Prague,Czech Republic
RVK,Ryum Airport,RÃ¸rvik,Norway
MQN,RÃ¸ssvoll Airport,Mo i Rana,Norway
RET,RÃ¸st Airport,\N,Norway
LPI,Saab,Linkoeping,Sweden
SCN,Saarbrucken,Saarbruecken,Germany
SAW,Sabiha Gokcen,Istanbul,Turkey
AFZ,Sabzevar National Airport,Sabzevar,Iran
HIN,Sacheon Air Base,Sacheon,South Korea
ZPB,Sachigo Lake Airport,Sachigo Lake,Canada
YSY,Sachs Harbour,Sachs Harbour,Canada
SAC,Sacramento Executive,Sacramento,United States
SMF,Sacramento Intl,Sacramento,United States
MHR,Sacramento Mather,Sacramento,United States
SKO,Sadiq Abubakar Iii Intl,Sokoto,Nigeria
HSG,Saga Airport,\N,Japan
SBR,Saibai Island Airport,Saibai Island,Australia
SPD,Saidpur,Saidpur,Bangladesh
SDT,Saidu Sharif,Saidu Sharif,Pakistan
CLY,Saint Catherine,Calvi,France
STC,Saint Cloud Regional Airport,Saint Cloud,United States
LYS,Saint Exupery,Lyon,France
GNB,Saint Geoirs,Grenoble,France
YSJ,Saint John,St. John,Canada
XLS,Saint Louis,St. Louis,Senegal
SMS,Sainte Marie,Sainte Marie,Madagascar
FEZ,Saiss,Fez,Morocco
SNO,Sakon Nakhon,Sakon Nakhon,Thailand
MVR,Salak,Maroua,Cameroon
SLL,Salalah,Salalah,Oman
SLM,Salamanca,Salamanca,Spain
RBA,Sale,Rabat,Morocco
SLY,Salekhard Airport,Salekhard,Russia
QSR,Salerno Pontecagnano Airport,Salerno,Italy
POA,Salgado Filho,Porto Alegre,Brazil
SCX,Salina Cruz Naval Air Station,Salina Cruz,Mexico
SLN,Salina Municipal Airport,Salina,United States
SBY,Salisbury Ocean City Wicomico Rgnl,Salisbury,United States
YZG,Salluit Airport,Salluit,Canada
SLX,Salt Cay Airport,Salt Cay,Turks and Caicos Islands
SLC,Salt Lake City Intl,Salt Lake City,United States
SLA,Salta,Salta,Argentina
CCF,Salvaza,Carcassonne,France
SZG,Salzburg,Salzburg,Austria
MDC,Sam Ratulangi,Manado,Indonesia
AZS,SamanÃ¡ El Catey International Airport,Samana,Dominican Republic
KUF,Samara,Samara,Russia
SKD,Samarkand,Samarkand,Uzbekistan
SVB,Sambava,Sambava,Madagascar
SAX,Sambu Airport,Boca de SÃ¡balo,Panama
SMV,Samedan,Samedan,Switzerland
SMI,Samos,Samos,Greece
SMQ,Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia
SZF,Samsun-Ã‡arÅŸamba Airport,Samsun,Turkey
USM,Samui,Ko Samui,Thailand
SAQ,San Andros,San Andros,Bahamas
SJT,San Angelo Rgnl Mathis Fld,San Angelo,United States
SVZ,San Antonio Del Tachira,San Antonio,Venezuela
SAT,San Antonio Intl,San Antonio,United States
BRC,San Carlos De Bariloche,San Carlos De Bariloch,Argentina
SCY,San CristÃ³bal Airport,San CristÃ³bal,Ecuador
SAN,San Diego Intl,San Diego,United States
TQR,San Domino Island Heliport,Tremiti Islands,Italy
SFE,San Fernando Airport,\N,Philippines
SFD,San Fernando De Apure,San Fernando De Apure,Venezuela
SFO,San Francisco Intl,San Francisco,United States
UAQ,San Juan,San Julian,Argentina
ULA,San Julian,San Julian,Argentina
SBP,San Luis County Regional Airport,San Luis Obispo,United States
IPI,San Luis,Ipiales,Colombia
LUQ,San Luis,San Luis,Argentina
NSI,San Nicolas Island Nolf,San Nicolas Island,United States
SPR,San Pedro,San Pedro,Belize
SPY,San Pedro,San Pedro,Cote d'Ivoire
AFA,San Rafael,San Rafael,Argentina
ZSA,San Salvador,Cockburn Town,Bahamas
EAS,San Sebastian,San Sebastian,Spain
SOM,San Tome,San Tome,Venezuela
SAH,Sanaa Intl,Sanaa,Yemen
SDG,Sanandaj,Sanandaj,Iran
SDK,Sandakan,Sandakan,Malaysia
NDY,Sanday Airport,Sanday,United Kingdom
YZP,Sandspit,Sandspit,Canada
ZSJ,Sandy Lake Airport,Sandy Lake,Canada
SFM,Sanford Regional,Sanford ME,United States
SGS,Sanga Sanga Airport,\N,Philippines
EAE,Sangafa Airport,Sangafa,Vanuatu
MBJ,Sangster Intl,Montego Bay,Jamaica
TTU,Saniat Rmel,Tetouan,Morocco
YSK,Sanikiluaq Airport,Sanikiluaq,Canada
SFQ,Sanliurfa Airport,\N,Turkey
CRC,Santa Ana Airport,Cartago,Colombia
STB,Santa Barbara Del Zulia,Santa Barbara,Venezuela
SBA,Santa Barbara Muni,Santa Barbara,United States
SCZ,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,Solomon Islands
STU,Santa Cruz,Rio De Janeiro,Brazil
RZA,Santa Cruz,Santa Cruz,Argentina
SRZ,Santa Cruz,Santa Cruz,Bolivia
SNV,Santa Elena Airport,Santa Elena de Uairen,Venezuela
SAF,Santa Fe Muni,Santa Fe,United States
GYN,Santa Genoveva,Goiania,Brazil
RIA,Santa Maria Airport,Santa Maria,Brazil
SMX,Santa Maria Pub Cpt G Allan Hancock Airport,Santa Maria,United States
AJU,Santa Maria,Aracaju,Brazil
SMA,Santa Maria,Santa Maria (island),Portugal
STM,Santa Maria,Santarem,Brazil
SRA,Santa Rosa Airport,Santa Rosa,Brazil
RSA,Santa Rosa,Santa Rosa,Argentina
SST,Santa Teresita Airport,Santa Teresita,Argentina
SDR,Santander,Santander,Spain
SDE,Santiago Del Estero,Santiago Del Estero,Argentina
AUC,Santiago Perez,Arauca,Colombia
SCQ,Santiago,Santiago,Spain
GEL,Santo Angelo,Santo Angelo,Brazil
SON,Santo Pekoa International Airport,\N,Vanuatu
JTR,Santorini,Santorini,Greece
SDU,Santos Dumont,Rio De Janeiro,Brazil
SJZ,Sao Jorge,Sao Jorge Island,Portugal
SJP,Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,Brazil
VXE,Sao Pedro,Sao Vicente Island,Cape Verde
TMS,Sao Tome Intl,Sao Tome,Sao Tome and Principe
SSR,Sara Airport,Pentecost Island,Vanuatu
SJJ,Sarajevo,Sarajevo,Bosnia and Herzegovina
SKX,Saransk Airport,Saransk,Russia
SRQ,Sarasota Bradenton Intl,Sarasota,United States
SRH,Sarh Airport,Sarh,Chad
SRY,Sari Dasht E Naz Airport,\N,Iran
KGF,Sary-Arka,Karaganda,Kazakhstan
YXE,Saskatoon J G Diefenbaker Intl,Saskatoon,Canada
RTG,Satar Tacik,Ruteng,Indonesia
TNI,Satna,Satna,India
SUJ,Satu Mare,Satu Mare,Romania
SFN,Sauce Viejo,Santa Fe,Argentina
YAM,Sault Ste Marie,Sault Sainte Marie,Canada
VHC,Saurimo,Saurimo,Angola
SAV,Savannah Hilton Head Intl,Savannah,United States
ZVK,Savannakhet,Savannakhet,Laos
GSE,Save,Gothenborg,Sweden
SVL,Savonlinna,Savonlinna,Finland
SVU,Savusavu Airport,Savusavu,Fiji
MQT,Sawyer International,Marquette,United States
GXF,Sayun International Airport,\N,Yemen
SPB,Scappoose Industrial Airpark,San Luis,United States
SDZ,Scatsta,Scatsta,United Kingdom
YKL,Schefferville,Schefferville,Canada
AMS,Schiphol,Amsterdam,Netherlands
GLS,Scholes Intl At Galveston,Galveston,United States
SXF,Schonefeld,Berlin,Germany
VIE,Schwechat,Vienna,Austria
SZW,Schwerin Parchim,Parchim,Germany
BLV,Scott Afb Midamerica,Belleville,United States
SDV,Sde Dov,Tel-aviv,Israel
SEA,Seattle Tacoma Intl,Seattle,United States
SEB,Sebha,Sebha,Libya
SDX,Sedona,Sedona,United States
MCT,Seeb Intl,Muscat,Oman
SYW,Sehwan Sharif Airport,Sehwan Sharif,Pakistan
SJY,SeinÃ¤joki Airport,SeinÃ¤joki / Ilmajoki,Finland
AMI,Selaparang,Mataram,Indonesia
PKW,Selebi Phikwe,Selebi-phikwe,Botswana
XSP,Seletar,Singapore,Singapore
MTC,Selfridge Angb,Mount Clemens,United States
SEY,Selibady,Selibabi,Mauritania
DLX,Semipalatinsk Airport,Semey,Kazakhstan
PLX,Semipalatinsk,Semiplatinsk,Kazakhstan
PNZ,Senador Nilo Coelho,Petrolina,Brazil
THE,Senador Petronio Portella,Teresina,Brazil
SDJ,Sendai,Sendai,Japan
SEH,Senggeh Airport,Senggeh-Papua Island,Indonesia
BKO,Senou,Bamako,Mali
DJJ,Sentani,Jayapura,Indonesia
LEU,Seo De Urgel,Seo De Urgel,Spain
SSN,Seoul Ab,Seoul East,South Korea
BPN,Sepinggan,Balikpapan,Indonesia
YZV,Sept Iles,Sept-iles,Canada
SEU,Seronera,Seronera,Kenya
SVQ,Sevilla,Sevilla,Spain
SEZ,Seychelles Intl,Mahe,Seychelles
GSB,Seymour Johnson Afb,Goldsboro,United States
GPS,Seymour,Galapagos,Ecuador
CGP,Shah Amanat Intl,Chittagong,Bangladesh
RJH,Shah Mokhdum,Rajshahi,Bangladesh
KSH,Shahid Ashrafi Esfahani,Bakhtaran,Iran
QMJ,Shahid Asyaee,Masjed Soleiman,Iran
SWX,Shakawe Airport,Shakawe,Botswana
ZTM,Shamattawa Airport,Shamattawa,Canada
KNH,Shang Yi,Chinmen,Taiwan
SNN,Shannon,Shannon,Ireland
SHJ,Sharjah Intl,Sharjah,United Arab Emirates
DNM,Shark Bay Airport,\N,Australia
SSH,Sharm El Sheikh Intl,Sharm El Sheikh,Egypt
SHW,Sharurah,Sharurah,Saudi Arabia
SSC,Shaw Afb,Sumter,United States
YAW,Shearwater,Halifax,Canada
RYK,Sheikh Zayed,Rahim Yar Khan,Pakistan
SHE,Shenyang Taoxian International Airport,Shenyang,China
SPS,Sheppard Afb Wichita Falls Muni,Wichita Falls,United States
BTE,Sherbro International Airport,Bonthe,Sierra Leone
YSC,Sherbrooke,Sherbrooke,Canada
SVO,Sheremetyevo,Moscow,Russia
SHR,Sheridan County Airport,Sheridan,United States
FLV,Sherman Aaf,Fort Leavenworth,United States
SJW,Shijiazhuang Daguocun International Airport,Shijiazhuang,China
HIL,Shilavo Airport,Shilavo,Ethiopia
SHL,Shillong Airport,Shillong,India
SHI,Shimojishima,Shimojishima,Japan
SHY,Shinyanga Airport,Shinyanga,Tanzania
SYZ,Shiraz Shahid Dastghaib Intl,Shiraz,Iran
SHC,Shire Inda Selassie Airport,Shire Indasilase,Ethiopia
SSE,Sholapur,Sholapur,India
SYO,Shonai Airport,\N,Japan
ESH,Shoreham,Shoreham By Sea,United Kingdom
STW,Shpakovskoye,Stavropol,Russia
SHV,Shreveport Rgnl,Shreveport,United States
CTU,Shuangliu,Chengdu,China
LYI,Shubuling Airport,Linyi,China
CIT,Shymkent,Chimkent,Kazakhstan
SQQ,Siauliai Intl,Siauliai,Lithuania
SBZ,Sibiu,Sibiu,Romania
SBW,Sibu,Sibu,Malaysia
TGR,Sidi Mahdi,Touggourt,Algeria
REP,Siem Reap,Siem-reap,Cambodia
MZO,Sierra Maestra,Manzanillo,Cuba
FHU,Sierra Vista Muni Libby Aaf,Fort Huachuca,United States
SIJ,Siglufjordur,Siglufjordur,Iceland
NSY,Sigonella,Sigonella,Italy
KOS,Sihanukville,Sihanukville,Cambodia
IXS,Silchar,Silchar,India
ASU,Silvio Pettirossi Intl,Asuncion,Paraguay
SYM,Simao Airport,Simao,China
SIF,Simara,Simara,Nepal
SIP,Simferopol Intl,Simferopol,Ukraine
IMK,Simikot,Simikot,Nepal
CCS,Simon Bolivar Intl,Caracas,Venezuela
SMR,Simon Bolivar,Santa Marta,Colombia
SIN,Singapore Changi Intl,Singapore,Singapore
SQG,Sintang(Susilo) Airport,Sintang-Borneo Island,Indonesia
SIR,Sion,Sion,Switzerland
FSD,Sioux Falls,Sioux Falls,United States
SUX,Sioux Gateway Col Bud Day Fld,Sioux City,United States
YXL,Sioux Lookout,Sioux Lookout,Canada
MRU,Sir Seewoosagur Ramgoolam Intl,Plaisance,Mauritius
GBE,Sir Seretse Khama Intl,Gaberone,Botswana
SIS,Sishen,Sishen,South Africa
JHS,Sisimiut Airport,Sisimiut,Greenland
JSH,Sitia,Sitia,Greece
SIT,Sitka Rocky Gutierrez,Sitka,United States
AKY,Sittwe,Sittwe,Burma
VAS,Sivas,Sivas,Turkey
SKN,Skagen,Stokmarknes,Norway
SGY,Skagway Airport,Skagway,United States
KDU,Skardu Airport,Skardu,Pakistan
NYO,Skavsta,Stockholm,Sweden
SFT,Skelleftea,Skelleftea,Sweden
SKU,Skiros,Skiros,Greece
SKP,Skopje,Skopje,Macedonia
KVB,Skovde,Skovde,Sweden
SKS,Skrydstrup,Skrydstrup,Denmark
SZK,Skukuza,Skukuza,South Africa
YZH,Slave Lake,Slave Lake,Canada
SLD,Sliac,Sliac,Slovakia
SXL,Sligo,Sligo,Ireland
ISN,Sloulin Fld Intl,Williston,United States
SMW,Smara Airport,Smara,Western Sahara
SMD,Smith Fld,Fort Wayne IN,United States
INT,Smith Reynolds,Winston-salem,United States
YYD,Smithers,Smithers,Canada
PAE,Snohomish Co,Everett,United States
DWB,Soalala Airport,Soalala,Madagascar
AER,Sochi,Sochi,Russia
SCT,Socotra Intl,Socotra,Yemen
SOT,Sodankyla,Sodankyla,Finland
CGK,Soekarno Hatta Intl,Jakarta,Indonesia
SSB,Soesterberg Airport,\N,Netherlands
UTC,Soesterberg,Soesterberg,Netherlands
SOF,Sofia,Sofia,Bulgaria
SOG,Sogndal Airport,Sogndal,Norway
SHO,Sokcho,Sokch'o,South Korea
GDX,Sokol,Magadan,Russia
SLH,Sola Airport,Sola,Vanuatu
SVG,Sola,Stavanger,Norway
SOZ,Solenzara,Solenzara,France
CSH,Solovki Airport,Solovetsky Islands,Russia
SLI,Solwesi Airport,Solwesi,Zambia
PMI,Son Sant Joan,Palma de Mallorca,Spain
SGD,Sonderborg,Soenderborg,Denmark
NOE,Sonderlandeplatz Norden-Norddeich,Norden,Germany
SFJ,Sondre Stromfjord,Sondrestrom,Greenland
SOJ,Sorkjosen Airport,\N,Norway
SOD,Sorocaba Airport,Sorocaba,Brazil
SRT,Soroti,Soroti,Uganda
SRP,Sorstokken,Stord,Norway
NIT,Souche,Niort,France
CHQ,Souda,Chania,Greece
BJA,Soummam,Bejaja,Algeria
ELD,South Arkansas Rgnl At Goodwin Fld,El Dorado,United States
SBN,South Bend Rgnl,South Bend,United States
BIM,South Bimini,Alice Town,Bahamas
XSC,South Caicos,South Caicos,Turks and Caicos Islands
SOU,Southampton,Southampton,United Kingdom
KIW,Southdowns,Southdowns,Zambia
BRL,Southeast Iowa Regional Airport,Burlington,United States
BPT,Southeast Texas Rgnl,Beaumont,United States
SEN,Southend,Southend,United Kingdom
VCV,Southern California Logistics,Victorville,United States
YPG,Southport,Portage-la-prairie,Canada
SWJ,Southwest Bay Airport,Malekula Island,Vanuatu
RSW,Southwest Florida Intl,Fort Myers,United States
ABY,Southwest Georgia Regional Airport,Albany,United States
OTH,Southwest Oregon Regional Airport,North Bend,United States
OVS,Sovetsky Tyumenskaya Airport,Sovetskiy,Russia
SZA,Soyo,Soyo,Angola
SPM,Spangdahlem Ab,Spangdahlem,Germany
SVW,Sparrevohn Lrrs,Sparrevohn,United States
ZQC,Speyer,Speyer,Germany
NOZ,Spichenkovo Airport,Novokuznetsk,Russia
SPU,Split,Split,Croatia
GEG,Spokane Intl,Spokane,United States
AXP,Spring Point,Spring Point,Bahamas
SBU,Springbok,Springbok,South Africa
SGF,Springfield Branson Natl,Springfield,United States
SXR,Srinagar,Srinagar,India
RCO,St Agnant,Rochefort,France
ENK,St Angelo,Enniskillen,United Kingdom
YAY,St Anthony,St. Anthony,Canada
SKV,St Catherine Intl,St. Catherine,Egypt
PHN,St Clair Co Intl,Port Huron,United States
RUN,St Denis Gillot,St.-denis,Reunion
ACH,St Gallen Altenrhein,Altenrhein,Switzerland
DOL,St Gatien,Deauville,France
SGO,St George Airport,\N,Australia
SGU,St George Muni,Saint George,United States
PBV,St George,Point Barrow,United States
YHU,St Hubert,Montreal,Canada
RNS,St Jacques,Rennes,France
YJN,St Jean,St. Jean,Canada
YYT,St Johns Intl,St. John's,Canada
NQY,St Mawgan,Newquai,United Kingdom
SNP,St Paul Island,St. Paul Island,United States
PIE,St Petersburg Clearwater Intl,St. Petersburg,United States
PSG,St Petersburg,St Petersburg,United States
ZSE,St Pierre Pierrefonds,St.-pierre,Reunion
FSP,St Pierre,St.-pierre,Saint Pierre and Miquelon
SFC,St-FranÃ§ois Airport,St-FranÃ§ois,Guadeloupe
YFX,St. Lewis (Fox Harbour) Airport,St. Lewis,Canada
YST,St. Theresa Point Airport,St. Theresa Point,Canada
KBU,Stagen Airport,Laut Island,Indonesia
PSY,Stanley Airport,Stanley,Falkland Islands
